,pos_amount_max_1mb,pos_amount_max_2mb,pos_amount_max_3mb,pos_amount_min_1mb,pos_amount_min_2mb,pos_amount_min_3mb,pos_amount_avg_1mb,pos_amount_avg_2mb,pos_amount_avg_3mb,pos_count_1mb,pos_count_2mb,pos_count_3mb,neg_amount_avg_1mb,neg_amount_avg_2mb,neg_amount_avg_3mb,neg_amount_max_1mb,neg_amount_max_2mb,neg_amount_max_3mb,neg_amount_min_1mb,neg_amount_min_2mb,neg_amount_min_3mb,neg_count_1mb,neg_count_2mb,neg_count_3mb,balance_avg_1mb,balance_avg_2mb,balance_avg_3mb,balance_min_1mb,balance_min_2mb,balance_min_3mb,balance_max_1mb,balance_max_2mb,balance_max_3mb,age,gender,A4,A5,A6,A7,A11,A13,A14,A16,has_card,permonth,amount,ndisp,class
3969,10734.0,7156.0,7156.0,119.3,124.4,109.2,3917.7666666666664,3640.2,3288.4,3.0,2.0,3.0,-1697.4333333333334,-1226.3714285714286,-1116.92,-14.6,-14.6,-14.6,-3000.0,-2196.0,-2196.0,6.0,7.0,5.0,28663.656666666666,29829.112903225792,26167.216666666656,23011.5,26765.5,23035.2,33745.5,34471.7,30191.2,16.246575342465754,1,387570,0,0,0,9897,1.96,140,18696,0,950.0,11400.0,1,0
3971,25356.0,16904.0,16904.0,127.2,136.7,124.6,12741.6,8520.35,8514.3,2.0,2.0,2.0,-10857.3,-10600.0,-12100.0,-14.6,-2800.0,-12100.0,-21700.0,-18400.0,-12100.0,2.0,2.0,1.0,38131.319999999985,38345.809677419355,35612.82000000002,29302.1,29302.1,28532.8,54658.1,50365.4,45436.8,34.534246575342465,1,387570,0,0,0,9897,1.96,140,18696,0,2817.0,67608.0,2,0
3973,39634.0,40131.0,44847.0,376.4,247.8,234.5,21992.85,18929.45,22540.75,4.0,4.0,2.0,-17242.920000000002,-12474.4,-10368.4,-14.6,-14.6,-14.6,-46500.0,-31700.0,-22259.0,5.0,4.0,4.0,83279.46,57824.73225806451,63570.46333333337,69524.7,39304.5,40096.6,109158.7,100991.5,84943.6,30.63013698630137,1,387570,0,0,0,9897,1.96,140,18696,0,6133.0,294384.0,1,0
3975,10609.0,10609.0,10609.0,107.7,137.4,139.4,5672.233333333334,5248.8,5216.133333333333,3.0,3.0,3.0,-4240.942857142857,-4421.65,-3771.65,-14.6,-14.6,-14.6,-8800.0,-10600.0,-8000.0,7.0,4.0,4.0,25291.856666666656,32779.52258064518,32909.20645161289,18880.2,25843.4,24098.6,31363.2,36443.4,34847.0,30.18082191780822,0,387570,0,0,0,9897,1.96,140,18696,0,9847.0,590820.0,1,0
3976,162.5,35422.0,229.9,162.5,188.4,62.5,162.5,11932.933333333334,146.2,2.0,3.0,2.0,-8300.119999999999,-3171.5333333333333,-5003.65,-14.6,-14.6,-14.6,-20386.0,-9000.0,-11700.0,5.0,3.0,4.0,38896.33225806451,41368.716129032255,53458.870000000024,25584.0,31285.9,40508.1,66896.2,66896.2,60522.7,30.208219178082192,1,387570,0,0,0,9897,1.96,140,18696,0,7888.0,473280.0,1,1
3977,9324.0,13986.0,9324.0,65.2,60.7,51.8,4694.6,5082.233333333334,4687.9,2.0,3.0,2.0,-1645.1000000000001,-2812.65,-2526.12,-14.6,-14.6,-14.6,-6216.0,-6216.0,-6216.0,6.0,4.0,5.0,14828.799999999992,14532.516129032258,13545.546666666658,13080.6,9184.5,9847.3,22404.6,24370.5,22363.3,37.64931506849315,0,387570,0,0,0,9897,1.96,140,18696,0,935.0,56100.0,1,0
3978,46520.0,69780.0,46520.0,221.1,165.8,254.8,15654.066666666666,23373.633333333335,15676.866666666669,3.0,3.0,3.0,-6837.690909090909,-7453.65,-12405.825,-14.6,-14.6,-14.6,-20900.0,-14600.0,-28000.0,11.0,4.0,8.0,54975.92903225804,43404.89032258064,66110.35333333333,30920.2,1694.0,8508.6,88120.2,71474.0,99430.0,17.438356164383563,1,387570,0,0,0,9897,1.96,140,18696,0,7753.0,93036.0,1,0
3979,13936.0,20904.0,13936.0,121.2,135.6,161.6,7028.6,10519.8,7048.8,2.0,2.0,2.0,-3604.866666666667,-5277.599999999999,-4271.533333333334,-14.6,-14.6,-14.6,-8000.0,-12900.0,-10500.0,3.0,6.0,3.0,28540.935483870966,36738.50333333334,38443.30322580645,19049.5,21728.4,28892.5,32985.5,53379.4,42828.5,19.936986301369863,1,387570,0,0,0,9897,1.96,140,18696,0,2323.0,83628.0,1,0
3980,10694.0,16041.0,10694.0,139.9,137.1,131.4,5416.95,8089.05,5412.7,2.0,2.0,2.0,-2507.32,-2427.32,-2945.2285714285713,-14.6,-14.6,-14.6,-5800.0,-5500.0,-9800.0,5.0,5.0,7.0,34273.83548387098,34135.570000000014,29682.54516129031,28667.4,27153.9,24845.1,41189.4,42494.9,35539.1,57.84109589041096,1,387570,0,0,0,9897,1.96,140,18696,0,1934.0,116040.0,2,0
3982,18964.0,18964.0,18964.0,138.2,145.7,137.6,9551.1,9554.85,9550.8,2.0,2.0,2.0,-3208.4285714285716,-3557.4,-3677.4,-100.0,-100.0,-100.0,-6914.0,-8500.0,-8500.0,7.0,5.0,5.0,32989.90322580647,34809.526666666665,34045.5806451613,24838.8,24011.0,26196.4,43797.8,42975.0,45160.4,24.136986301369863,0,387570,0,0,0,9897,1.96,140,18696,0,3161.0,113796.0,2,0
3984,235.2,40040.0,318.9,235.2,161.4,318.9,235.2,11461.6,318.9,1.0,4.0,1.0,-15300.0,-25100.0,-15100.0,-15300.0,-25100.0,-15100.0,-15300.0,-25100.0,-15100.0,1.0,1.0,1.0,44823.44000000001,55392.63225806449,39524.36000000001,41755.6,36309.2,35990.4,57055.6,76349.2,51090.4,35.06849315068493,0,387570,0,0,0,9897,1.96,140,18696,0,3151.0,75624.0,1,1
3985,188.7,20718.0,29149.0,188.7,228.1,154.8,188.7,10473.05,14990.6,1.0,2.0,3.0,-4411.4,-4556.719999999999,-5328.65,-14.6,-14.6,-14.6,-11831.0,-8000.0,-10100.0,4.0,5.0,4.0,42892.770000000004,56733.216129032284,35331.913333333345,40422.1,46008.6,19502.4,46236.7,68777.6,64319.4,45.88493150684931,1,387570,0,0,0,9897,1.96,140,18696,0,4674.0,280440.0,1,0
4003,18696.0,12464.0,12464.0,116.3,94.5,103.1,9406.15,6279.25,6283.55,2.0,2.0,2.0,-2065.5,-3640.5,-3640.5,-100.0,-100.0,-100.0,-4162.0,-8100.0,-9000.0,4.0,4.0,4.0,27446.206666666658,21543.812903225804,22056.036666666656,14465.2,12368.7,13463.6,33277.4,24832.7,26725.6,36.54794520547945,0,157042,49,70,18,8743,2.43,111,3894,0,2077.0,74772.0,1,0
4004,5900.0,39816.0,46829.0,170.8,271.0,319.7,3035.4,21582.333333333332,23574.35,2.0,3.0,2.0,-4337.2,-13219.1,-8038.15,-14.6,-14.6,-14.6,-8397.0,-39800.0,-22900.0,3.0,6.0,4.0,38328.61333333331,76980.08387096775,78386.31333333332,34979.2,47719.7,47562.3,47990.8,120419.7,94376.7,54.00821917808219,0,157042,49,70,18,8743,2.43,111,3894,0,4376.0,52512.0,1,0
4014,11700.0,11700.0,13300.0,65.0,70.0,66.8,5882.5,5885.0,6683.4,2.0,2.0,2.0,-2757.0,-2621.25,-2737.0,-30.0,-30.0,-30.0,-8253.0,-8253.0,-8253.0,5.0,4.0,5.0,15430.983870967737,16600.433333333327,15828.825806451605,6404.6,8419.6,8737.8,20159.6,20159.6,19192.8,45.11232876712329,0,157042,49,70,18,8743,2.43,111,3894,0,3991.0,143676.0,1,0
4039,10660.0,10660.0,10660.0,106.1,76.3,30.2,5383.05,5368.15,4596.733333333334,2.0,2.0,3.0,-4500.0,-2700.0,0.0,-4500.0,-2700.0,0.0,-4500.0,-2700.0,0.0,1.0,1.0,0.0,28946.79677419353,21891.41333333333,11185.490322580645,22126.6,14090.2,300.0,32786.6,24750.2,14090.2,50.4986301369863,0,157042,49,70,18,8743,2.43,111,3894,0,1777.0,63972.0,1,1
4040,23598.0,204.7,48487.0,160.3,204.7,283.6,11879.15,204.7,24385.3,2.0,1.0,2.0,-5170.65,-7196.5199999999995,-7636.5199999999995,-14.6,-14.6,-14.6,-7268.0,-18500.0,-14300.0,4.0,5.0,5.0,38298.161290322605,49142.09354838706,66167.08666666664,23249.3,36927.2,30839.2,46847.3,72909.8,79326.2,49.19178082191781,0,157042,49,70,18,8743,2.43,111,3894,0,5955.0,71460.0,2,0
4042,42189.0,49558.0,48079.0,257.4,297.1,264.9,17568.35,32988.025,16915.475,4.0,4.0,4.0,-15671.766666666668,-19600.22857142857,-10572.9,-14.6,-14.6,-14.6,-38200.0,-64900.0,-23600.0,6.0,7.0,4.0,62381.42580645158,69837.88333333329,65114.996774193576,27608.4,51357.9,31487.6,115624.4,100783.9,85507.6,29.493150684931507,0,157042,49,70,18,8743,2.43,111,3894,0,5079.0,121896.0,1,0
4043,14493.0,14493.0,14493.0,154.2,132.7,130.5,7323.6,7312.85,7311.75,2.0,2.0,2.0,-3019.15,-3144.15,-3819.15,-14.6,-14.6,-14.6,-6262.0,-6262.0,-8400.0,4.0,4.0,4.0,38899.1387096774,33797.60333333332,33196.019354838725,32019.7,29970.6,29854.8,46512.7,44463.6,45116.8,33.24657534246575,0,157042,49,70,18,8743,2.43,111,3894,0,609.0,21924.0,2,0
4046,2600.0,164.0,48476.0,113.7,164.0,243.5,1356.85,164.0,24359.75,2.0,1.0,2.0,-2285.4,-3384.933333333333,-6628.32,-14.6,-14.6,-14.6,-3274.0,-9868.0,-25000.0,4.0,6.0,5.0,24547.522580645145,39804.37999999998,58811.8612903226,22488.1,31465.7,33529.8,28415.1,51760.7,78731.8,54.221917808219175,0,124605,11,42,14,8772,4.98,126,3158,0,2577.0,123696.0,1,0
4062,28450.0,29159.0,166.2,92.6,180.2,100.0,12414.199999999999,14560.733333333332,133.1,3.0,3.0,2.0,-7252.325,-12707.3,0.0,-14.6,-14.6,0.0,-24592.0,-25400.0,0.0,8.0,2.0,0.0,21962.936666666665,50495.2548387097,27163.67096774192,3963.3,27385.8,27119.6,45667.9,70887.8,27385.8,59.07397260273972,0,124605,11,42,14,8772,4.98,126,3158,0,5154.0,185544.0,1,0
4087,24453.0,24453.0,24453.0,137.2,123.8,151.4,12295.1,8658.933333333332,12302.2,2.0,3.0,2.0,-4553.433333333333,-5123.32,-7305.766666666666,-14.6,-14.6,-14.6,-12006.0,-12006.0,-15952.0,6.0,5.0,6.0,33723.4741935484,29317.390000000014,37170.577419354835,26336.4,19433.3,28692.5,53642.4,43886.3,72512.5,26.964383561643835,1,124605,11,42,14,8772,4.98,126,3158,0,4076.0,244560.0,1,0
4088,12945.0,8630.0,8630.0,103.8,95.7,93.7,6524.4,4362.85,4361.85,2.0,2.0,2.0,-1227.325,-1309.7666666666667,-1509.7666666666667,-14.6,-14.6,-14.6,-2400.0,-4000.0,-4800.0,8.0,6.0,6.0,25321.122580645173,22465.296666666673,22046.474193548383,18308.4,17701.3,17236.2,31253.4,26331.3,25866.2,50.33150684931507,1,124605,11,42,14,8772,4.98,126,3158,0,1022.0,61320.0,1,0
4090,7480.0,6000.0,8100.0,89.5,84.1,72.2,4956.5,3690.366666666667,4386.400000000001,3.0,3.0,3.0,-2978.65,-3871.5333333333333,-3404.866666666667,-14.6,-14.6,-14.6,-5400.0,-8100.0,-6400.0,4.0,3.0,3.0,21183.173333333343,21627.69677419356,16545.639999999992,17221.4,14051.9,12507.3,24701.4,25651.9,20679.5,45.16986301369863,0,124605,11,42,14,8772,4.98,126,3158,0,7685.0,276660.0,1,1
4092,9254.0,6169.0,6169.0,162.8,147.7,132.9,4572.266666666666,2538.9,3200.633333333333,3.0,3.0,3.0,-2206.65,-1775.5333333333335,-1742.2,-14.6,-14.6,-14.6,-4112.0,-4112.0,-4112.0,4.0,3.0,3.0,38936.54666666668,35394.545161290305,31915.903333333346,32430.3,29740.2,25464.9,42247.1,37356.9,35066.8,24.994520547945207,1,124605,11,42,14,8772,4.98,126,3158,0,1066.0,12792.0,1,0
4093,4500.0,48428.0,2500.0,70.2,58.4,94.6,1546.8,12243.025,909.5,3.0,4.0,3.0,-2139.32,-6149.575,-4912.228571428571,-14.6,-14.6,-14.6,-4950.0,-26700.0,-14289.0,5.0,8.0,7.0,17047.267857142866,20941.861290322577,32965.848387096805,12546.7,13271.3,20739.3,23228.7,61699.3,55110.3,57.31232876712329,1,124605,11,42,14,8772,4.98,126,3158,0,4537.0,272220.0,1,0
4112,34202.0,34202.0,34202.0,281.8,261.4,269.9,17241.9,17231.7,17235.95,2.0,2.0,2.0,-5447.833333333333,-5597.833333333333,-5614.5,-30.0,-30.0,-30.0,-15000.0,-16400.0,-15000.0,6.0,6.0,6.0,67369.6933333333,63082.87741935481,62575.76333333333,50189.2,47912.9,48528.0,84391.2,78214.9,82730.0,31.87945205479452,1,161954,21,37,20,8720,4.5,116,3651,0,5700.0,205200.0,1,0
4122,41912.0,41912.0,41912.0,155.1,159.3,148.2,21033.55,21035.65,21030.1,2.0,2.0,2.0,-7387.6,-8056.666666666667,-7687.6,-30.0,-30.0,-30.0,-29000.0,-31500.0,-29800.0,5.0,6.0,5.0,37157.17000000001,38137.05806451613,35326.02142857145,21613.8,24592.5,18760.3,63525.8,69794.5,60672.3,44.38356164383562,1,161954,21,37,20,8720,4.5,116,3651,0,6985.0,335280.0,1,0
4133,12245.0,12245.0,18368.0,137.7,104.7,36.1,6191.35,6174.85,6568.033333333333,2.0,2.0,3.0,-6500.0,-2400.0,0.0,-6500.0,-2400.0,0.0,-6500.0,-2400.0,0.0,1.0,1.0,0.0,35307.47142857144,27523.606451612894,13396.648387096773,30653.8,20704.1,1000.0,42898.8,32949.1,20704.1,19.394520547945206,1,161954,21,37,20,8720,4.5,116,3651,0,1756.0,84288.0,1,0
4134,11761.0,17642.0,11761.0,82.8,109.5,77.7,5547.933333333333,6050.5,5379.566666666667,3.0,3.0,3.0,-2171.46,-2004.9428571428573,-1764.325,-14.6,-14.6,-14.6,-6359.0,-6359.0,-6359.0,10.0,7.0,8.0,20096.964516129017,26358.664516129043,18093.00333333334,14303.6,20125.8,15762.7,34799.6,36563.8,28658.7,52.78630136986301,1,161954,21,37,20,8720,4.5,116,3651,0,4045.0,194160.0,1,0
4135,11748.0,7832.0,7832.0,133.4,162.0,153.0,4022.3333333333335,2720.6666666666665,2712.6666666666665,3.0,3.0,3.0,-1928.65,-738.1999999999999,-2168.65,-14.6,-14.6,-14.6,-3600.0,-1600.0,-5160.0,4.0,3.0,4.0,44857.94193548386,40950.35,36952.948387096774,36276.9,35829.4,29906.0,48344.0,43991.5,38420.4,17.512328767123286,1,161954,21,37,20,8720,4.5,116,3651,0,1932.0,23184.0,1,0
4156,150.9,40614.0,280.0,150.9,151.2,280.0,150.9,20382.6,280.0,1.0,2.0,1.0,-5240.5,-9743.333333333334,-12643.333333333334,-30.0,-30.0,-30.0,-12632.0,-26100.0,-26600.0,4.0,3.0,3.0,35913.46333333333,37241.72580645163,41967.364516129055,21512.5,27809.3,41959.3,42444.5,68423.3,42209.3,17.67945205479452,1,109164,98,16,6,8757,3.95,96,2471,0,2861.0,68664.0,2,0
4159,17483.0,17483.0,26224.0,136.6,139.5,178.2,8809.8,6207.5,13201.1,2.0,3.0,2.0,-4073.1,-3470.5199999999995,-4579.933333333333,-14.6,-14.6,-14.6,-11700.0,-9314.0,-18641.0,6.0,5.0,6.0,32330.290322580644,33910.4193548387,43071.55333333334,22801.0,28472.1,28308.5,42841.0,44971.1,55773.5,47.41095890410959,1,109164,98,16,6,8757,3.95,96,2471,0,2914.0,174840.0,1,0
4166,12549.0,8366.0,8366.0,144.2,132.1,154.5,6346.6,3499.366666666667,4260.25,2.0,3.0,2.0,-2527.1,-2445.65,-3774.2000000000003,-14.6,-14.6,-14.6,-5640.0,-5160.0,-7100.0,6.0,4.0,3.0,34220.69354838711,31437.58,36741.17741935483,28130.9,27315.5,30517.6,40679.9,35681.5,38883.6,47.88493150684931,1,109164,98,16,6,8757,3.95,96,2471,0,424.0,20352.0,2,0
4194,17275.0,17275.0,17275.0,160.1,155.5,148.2,8717.55,8715.25,8711.6,2.0,2.0,2.0,-7357.3,-4153.65,-3173.65,-14.6,-14.6,-14.6,-14700.0,-13800.0,-9400.0,2.0,4.0,4.0,40232.91333333334,39619.077419354835,38424.43548387098,36526.4,35710.5,30981.9,53801.4,52985.5,48256.9,41.673972602739724,0,108871,41,29,7,8444,3.47,106,2305,0,1860.0,44640.0,1,0
4201,10500.0,21223.0,40419.0,91.9,174.4,225.0,5295.95,10698.7,23022.333333333332,2.0,2.0,3.0,-4515.0,-8985.0,-28500.0,-30.0,-30.0,-26800.0,-9000.0,-22187.0,-30200.0,2.0,6.0,2.0,17403.75483870967,44757.213333333304,55008.458064516104,12756.6,21612.2,42202.2,23318.4,75492.2,80844.2,51.09315068493151,1,108871,41,29,7,8444,3.47,106,2305,0,7042.0,253512.0,1,1
4217,19187.0,28780.0,19187.0,111.1,120.2,122.9,9649.05,14450.1,9654.95,2.0,2.0,2.0,-3418.3199999999997,-5094.942857142857,-3498.3199999999997,-14.6,-14.6,-14.6,-7800.0,-11700.0,-6900.0,5.0,7.0,5.0,26681.58387096773,28841.253333333334,31229.70967741934,18988.6,19111.0,23934.7,38175.6,54533.0,43121.7,21.673972602739727,0,108871,41,29,7,8444,3.47,106,2305,0,3198.0,153504.0,1,0
4219,18642.0,27963.0,18642.0,121.2,139.5,117.4,9381.6,14051.25,9379.7,2.0,2.0,2.0,-4035.2285714285713,-3664.433333333333,-3713.3199999999997,-14.6,-14.6,-14.6,-13000.0,-12200.0,-10300.0,7.0,6.0,5.0,28186.40645161292,33513.703333333346,27958.803225806438,23802.8,23956.9,27098.7,36380.8,51919.9,45726.1,24.421917808219177,1,108871,41,29,7,8444,3.47,106,2305,0,1655.0,99300.0,1,0
4220,12701.0,12701.0,19051.5,85.7,73.0,75.3,4296.133333333334,3541.725,6401.666666666667,3.0,4.0,3.0,-1816.72,-2168.7200000000003,-2963.933333333333,-14.6,-14.6,-14.6,-5870.0,-5870.0,-7200.0,5.0,5.0,6.0,25166.45161290322,22763.845161290323,19337.263333333325,16478.2,13255.0,11833.6,29179.2,27256.0,30885.1,21.931506849315067,0,108871,41,29,7,8444,3.47,106,2305,0,359.0,8616.0,1,0
4221,40828.0,34135.0,49644.0,217.7,141.3,206.3,13780.733333333332,10131.425000000001,16279.5,3.0,4.0,4.0,-10888.65,-8258.4,-13585.228571428572,-14.6,-14.6,-14.6,-26900.0,-14979.0,-39900.0,4.0,4.0,7.0,74367.99677419355,35227.70333333335,69999.13870967743,56712.5,18913.4,51436.0,100252.5,59439.1,90278.0,58.61917808219178,0,108871,41,29,7,8444,3.47,106,2305,0,7859.0,188616.0,2,0
4223,17275.0,17275.0,17275.0,160.8,152.6,146.3,8717.9,8713.8,8710.65,2.0,2.0,2.0,-5371.533333333334,-5271.533333333334,-3273.65,-14.6,-14.6,-14.6,-14700.0,-13800.0,-9400.0,3.0,3.0,4.0,39262.27333333334,38372.72258064517,37967.10967741933,36722.4,35109.4,30782.7,53997.4,52384.4,48057.7,41.673972602739724,0,108871,41,29,7,8444,3.47,106,2305,0,1860.0,44640.0,1,0
4224,30489.0,20326.0,20326.0,131.6,109.9,94.9,15310.3,10217.95,10210.45,2.0,2.0,2.0,-5208.4,-4250.719999999999,-4666.719999999999,-14.6,-14.6,-14.6,-11300.0,-8700.0,-10100.0,4.0,5.0,5.0,26113.033333333336,22903.025806451627,22256.40999999999,11342.8,14860.4,13873.1,33629.8,26867.4,27573.1,46.295890410958904,1,108871,41,29,7,8444,3.47,106,2305,0,1527.0,18324.0,2,0
4226,14892.0,22338.0,14892.0,77.4,185.3,213.2,8723.133333333333,11261.65,7552.6,3.0,2.0,2.0,-9129.0,-6347.2,-11250.0,-30.0,-30.0,-10900.0,-22780.0,-15300.0,-11600.0,4.0,5.0,2.0,19916.92258064516,48348.40999999998,49463.254838709654,10145.2,33483.9,37446.7,46631.2,63289.9,52551.9,19.06027397260274,0,108871,41,29,7,8444,3.47,106,2305,0,2482.0,148920.0,1,0
4257,11542.0,17313.0,11542.0,210.4,191.2,174.3,5876.2,8752.1,5858.15,2.0,2.0,2.0,-3882.12,-2732.65,-3243.5333333333333,-14.6,-14.6,-14.6,-7800.0,-5016.0,-5016.0,5.0,4.0,3.0,48256.53548387099,48580.69000000002,44120.97096774194,41326.8,36707.1,35921.5,51622.8,54020.1,47463.5,24.73972602739726,1,110643,49,41,4,8441,4.48,115,2252,0,1489.0,89340.0,2,0
4266,13254.0,36791.0,23496.0,284.3,232.9,73.0,6769.15,21713.966666666667,11784.5,2.0,3.0,2.0,-35000.0,-22200.0,-10000.0,-35000.0,-22200.0,-10000.0,-35000.0,-22200.0,-10000.0,1.0,1.0,1.0,72608.26428571425,63202.512903225805,31506.483870967742,57464.9,36269.0,22700.0,92464.9,79210.9,46196.0,59.88767123287671,0,110643,49,41,4,8441,4.48,115,2252,0,2503.0,150180.0,1,0
4267,10378.0,10378.0,10378.0,122.7,120.3,126.5,5250.35,5249.15,5252.25,2.0,2.0,2.0,-2055.92,-1895.92,-2695.92,-14.6,-14.6,-14.6,-3900.0,-3800.0,-7400.0,5.0,5.0,5.0,29497.236666666653,28630.28064516129,30397.9,28463.7,26345.0,27333.0,38014.7,36723.0,40798.0,31.90684931506849,0,110643,49,41,4,8441,4.48,115,2252,0,1370.0,49320.0,1,0
4268,1300.0,6900.0,11500.0,1300.0,6900.0,11500.0,1300.0,6900.0,11500.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19712.90322580645,15661.290322580646,6350.0,19000.0,12100.0,600.0,20300.0,19000.0,12100.0,24.621917808219177,1,110643,49,41,4,8441,4.48,115,2252,0,7904.0,189696.0,1,1
4269,16929.0,16929.0,16929.0,105.8,71.2,86.4,5713.533333333333,4997.625,5701.700000000001,3.0,4.0,3.0,-3808.4,-4483.4,-3683.4,-14.6,-14.6,-14.6,-8919.0,-8919.0,-8919.0,4.0,4.0,4.0,24734.476666666662,22469.73225806452,20706.816666666666,13406.7,11649.8,9578.3,30335.7,28578.8,26507.3,49.320547945205476,1,110643,49,41,4,8441,4.48,115,2252,0,4015.0,240900.0,1,0
4270,11542.0,17313.0,11542.0,203.8,194.9,175.8,5872.9,8753.95,5858.9,2.0,2.0,2.0,-3862.12,-2807.65,-2757.65,-14.6,-14.6,-14.6,-7800.0,-5016.0,-5016.0,5.0,4.0,4.0,46413.89032258067,46302.54000000001,41994.938709677444,41992.3,37315.1,36827.8,49792.3,49792.3,43515.1,24.73972602739726,1,110643,49,41,4,8441,4.48,115,2252,0,1489.0,89340.0,2,0
4272,7496.0,7496.0,11244.0,143.7,132.4,110.3,3819.85,3814.2,5677.15,2.0,2.0,2.0,-2238.2000000000003,-3700.0,-5200.0,-14.6,-3700.0,-5200.0,-5400.0,-3700.0,-5200.0,3.0,1.0,1.0,38992.59354838708,34273.50645161293,30274.27666666667,34187.7,30259.3,24105.0,41683.7,37755.3,35349.0,57.21369863013699,0,110643,49,41,4,8441,4.48,115,2252,0,1511.0,54396.0,1,0
4311,41047.0,35440.0,28021.0,238.7,163.2,333.8,23846.233333333334,23143.033333333336,14921.45,3.0,6.0,4.0,-24862.920000000002,-24742.920000000002,-20303.65,-14.6,-14.6,-14.6,-53200.0,-56300.0,-47100.0,5.0,5.0,4.0,56343.18387096778,54183.37666666669,82013.31935483866,34333.6,30059.1,51893.9,105433.6,87348.2,105072.9,51.95342465753425,1,117897,139,28,5,8814,5.74,107,2059,0,4280.0,51360.0,1,1
4313,13818.0,13818.0,13818.0,118.1,98.5,110.6,6968.05,6958.25,5109.533333333334,2.0,2.0,3.0,-3771.5333333333333,-1938.2,-2964.9636363636364,-14.6,-14.6,-14.6,-8300.0,-4100.0,-8160.0,3.0,3.0,11.0,31007.61935483871,25611.33928571427,26013.99032258063,26878.6,18776.7,18666.1,40682.0,32580.1,38586.1,46.75616438356165,1,117897,139,28,5,8814,5.74,107,2059,0,3757.0,225420.0,1,0
4314,38453.0,57680.0,38453.0,229.5,368.3,334.7,19341.25,29024.15,19393.85,2.0,2.0,2.0,-6831.883333333334,-14717.920000000002,-7371.533333333333,-14.6,-14.6,-14.6,-20968.0,-26900.0,-19400.0,12.0,5.0,3.0,54510.02903225806,81016.83870967738,80032.73666666666,30235.0,62391.4,50518.3,82703.0,95971.4,89291.4,19.0986301369863,1,117897,139,28,5,8814,5.74,107,2059,0,3597.0,43164.0,1,0
4315,29123.0,29123.0,29123.0,164.7,183.5,179.4,14643.85,14653.25,14651.2,2.0,2.0,2.0,-2007.3,-11405.4,-8038.2,-14.6,-14.6,-14.6,-4000.0,-23102.0,-19000.0,2.0,4.0,3.0,45600.369999999995,44264.27096774193,39438.15999999999,25534.4,25365.5,17661.7,54657.4,70972.5,46784.7,39.24383561643835,0,117897,139,28,5,8814,5.74,107,2059,0,4854.0,116496.0,1,0
4317,43133.0,43350.0,37944.0,308.6,394.9,418.8,28748.86666666667,22807.63333333333,22856.600000000002,3.0,3.0,3.0,-20056.37142857143,-14258.9,-12596.266666666668,-14.6,-14.6,-14.6,-46100.0,-40700.0,-33800.0,7.0,4.0,6.0,79152.4161290322,94183.14333333337,99243.74193548382,54593.9,65011.6,59841.4,151546.9,111311.6,127992.4,53.78356164383562,1,117897,139,28,5,8814,5.74,107,2059,0,5814.0,139536.0,1,0
4323,10405.0,10405.0,10405.0,106.0,99.6,109.9,5255.5,5252.3,5257.45,2.0,2.0,2.0,-1424.1000000000001,-1563.5142857142857,-2057.4333333333334,-14.6,-14.6,-14.6,-2843.0,-2843.0,-6200.0,6.0,7.0,6.0,27037.613333333346,23890.41612903227,26379.93214285713,20348.9,20088.9,23498.6,30753.9,30493.9,34723.6,41.23287671232877,1,145688,22,41,13,8544,1.86,109,2906,0,1817.0,87216.0,1,0
4328,22831.0,22831.0,22831.0,162.6,184.4,182.4,11496.8,11507.7,11506.7,2.0,2.0,2.0,-5574.099999999999,-5068.92,-6845.9,-14.6,-14.6,-14.6,-10200.0,-12200.0,-13800.0,6.0,5.0,4.0,39027.94516129034,44270.493333333325,48256.64838709676,23349.3,33778.5,36109.7,56718.3,59047.5,63478.7,54.64109589041096,1,145688,22,41,13,8544,1.86,109,2906,0,3805.0,182640.0,1,0
4330,21793.0,39070.0,42254.0,224.4,195.7,38.7,7437.166666666667,13835.449999999999,15067.9,3.0,6.0,5.0,-9776.666666666666,-20606.0,-1963.3,-30.0,-30.0,-11.5,-25700.0,-36800.0,-7800.0,3.0,5.0,4.0,79339.08333333327,50986.632258064536,11753.348387096776,43363.9,47012.6,413.3,99787.6,99787.6,70422.8,47.23835616438356,0,145688,22,41,13,8544,1.86,109,2906,0,2763.0,165780.0,1,0
4359,11038.0,16557.0,11038.0,162.2,162.0,130.8,3966.7333333333336,8359.5,5689.599999999999,3.0,2.0,3.0,-2411.52,-2042.5142857142857,-2451.52,-14.6,-14.6,-14.6,-6800.0,-6500.0,-7000.0,5.0,7.0,5.0,38123.461290322586,39032.426666666666,31493.070967741947,31512.4,34451.0,24079.8,42550.4,51008.0,37147.6,46.63835616438356,0,145688,22,41,13,8544,1.86,109,2906,0,6763.0,405780.0,1,0
4360,30598.0,49871.0,43444.0,237.0,367.5,187.0,15417.5,18437.125,24306.0,2.0,4.0,3.0,-9260.4,-20078.65,-24300.0,-14.6,-14.6,-24300.0,-23127.0,-34100.0,-24300.0,4.0,4.0,1.0,54564.17999999997,88229.9258064516,47703.15483870969,38614.7,59036.8,30289.8,72341.7,128778.8,78907.8,32.654794520547945,0,145688,22,41,13,8544,1.86,109,2906,0,5354.0,192744.0,2,0
